"","speciation_initiation_rate","speciation_completion_rate","extinction_rate","crown_age","crown_age_sigma","sampling_method","mutation_rate","sequence_length","mcmc_length","minimal_ess","tree_sim_rng_seed","alignment_rng_seed","beast2_rnd_seed","median_nltt"
"269",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2253,1,1,0.335160585360305
"270",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2254,1,1,0.345300875037594
"271",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2256,1,2,0.319854942866841
"272",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2257,1,2,0.264489502079211
"273",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2258,1,2,0.311782130476224
"274",0.2,0.1,0.1,15,0.01,"youngest",0.05,10000,1000000,200,225,1,1,0.133593873103494
"275",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2267,2,1,0.288589627851277
"276",0.2,0.1,0.1,15,0.01,"youngest",0.05,10000,1000000,200,226,1,1,0.119591670379869
"277",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2270,2,1,0.328890172113879
"278",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2272,2,1,0.328484144639583
"279",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2275,2,1,0.277887596971924
"280",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2276,2,1,0.283362610952103
"281",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2277,2,2,0.314819736465251
"282",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2279,2,2,0.324368165257026
"283",0.2,0.1,0.1,15,0.01,"youngest",0.05,10000,1000000,200,227,1,1,0.00614220403539488
"284",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2280,2,2,0.283812342246708
"285",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2282,2,2,0.27345949678547
"286",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2283,2,2,0.273395039904753
"287",0.4,0.1,0,15,0.01,"oldest",0.05,10000,1000000,200,2287,2,2,0.329889233111916
"288",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2288,1,1,0.367988924340025
"289",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2289,1,1,0.319647481016868
"290",0.2,0.1,0.1,15,0.01,"youngest",0.05,10000,1000000,200,228,1,1,0.30764461884763
"291",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2290,1,1,0.388780235512545
"292",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2291,1,1,0.300390429777344
"293",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2292,1,1,0.355309145899331
"294",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2293,1,1,0.356877860934673
"295",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2294,1,1,0.397349318038619
"296",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2295,1,1,0.251883790675767
"297",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2296,1,1,0.255534742702267
"298",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2297,1,1,0.209242681389125
"299",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2298,1,1,0.32730594466527
"300",0.4,0.1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,2299,1,2,0.020973938076051
"301",0.2,0.1,0.1,15,0.01,"youngest",0.05,10000,1000000,200,229,1,1,0.401993564351
"302",0.2,0.1,0,15,0.01,"youngest",0.05,1000,1000000,200,22,2,1,0.0175415108706974
"303",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,330,2,1,0.347538193467451
"304",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,331,2,1,0.210270683404804
"305",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,332,2,1,0.240304445955908
"306",0.4,1,0,15,0.01,"oldest",0.05,10000,1000000,200,3338,2,2,0.124917007496673
"307",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,333,2,1,0.471520162366717
"308",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3345,1,1,0.228176366892027
"309",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3347,1,1,0.198353629413274
"310",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3348,1,1,0.136109184128755
"311",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3349,1,1,0.215041857173034
"312",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,334,2,1,0.532323183227767
"313",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3350,1,1,0.211195059033996
"314",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3351,1,1,0.174853932643774
"315",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3352,1,1,0.189360295458526
"316",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3353,1,1,0.216250976796749
"317",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3354,1,1,0.243544458129353
"318",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3355,1,2,0.221167298084298
"319",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3356,1,2,0.212422555529029
"320",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3357,1,2,0.229507447761657
"321",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3358,1,2,0.180659600894076
"322",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3359,1,2,0.237136405498767
"323",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,335,2,1,0.00893560550898652
"324",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3360,1,2,0.17142371416974
"325",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3361,1,2,0.223785270860341
"326",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3362,1,2,0.20666398365177
"327",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3363,1,2,0.204776429741742
"328",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3365,1,2,0.227250827001663
"329",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3368,2,1,0.209634769207404
"330",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3369,2,1,0.176576488795103
"331",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,336,2,1,0.00734460143813796
"332",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3370,2,1,0.232380406241003
"333",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3372,2,1,0.201435096893299
"334",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3373,2,1,0.221232387539578
"335",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3375,2,1,0.171334702147705
"336",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3376,2,1,0.240853886708346
"337",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3377,2,2,0.228837055277691
"338",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3378,2,2,0.174504043940338
"339",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3379,2,2,0.159665295352204
"340",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,337,2,1,0.375695359024248
"341",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3380,2,2,0.0124476043448711
"342",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3381,2,2,0.197619726930004
"343",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3383,2,2,0.210318789871296
"344",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3384,2,2,0.235791530009683
"345",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3385,2,2,0.217314362607114
"346",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3386,2,2,0.218477102103933
"347",0.4,1,0.1,15,0.01,"youngest",0.05,1000,1000000,200,3387,2,2,0.209172810482792
"348",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,338,2,1,0.010748931651612
"349",0.4,1,0.1,15,0.01,"youngest",0.05,10000,1000000,200,3393,1,1,0.166881718984602
"350",0.4,1,0.1,15,0.01,"youngest",0.05,10000,1000000,200,3394,1,1,0.187669198807271
"351",0.2,0.1,0.1,15,0.01,"oldest",0.05,10000,1000000,200,339,2,1,0.329818894241524
"352",0.2,0.1,0,15,0.01,"youngest",0.05,1000,1000000,200,33,2,2,0.284884337002783
"353",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,440,1,1,0.0161411451350128
"354",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,441,1,1,0.0538719125486472
"355",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,442,1,1,0.0116428468027949
"356",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,443,1,1,0.0340444429843777
"357",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,444,1,1,0
"358",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,445,1,1,0.019339967130578
"359",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,446,1,1,0.0126770020197369
"360",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,447,1,1,0.0333857136906936
"361",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,448,1,1,0.00896392930447633
"362",0.2,0.1,0.2,15,0.01,"oldest",0.05,1000,1000000,200,449,1,1,0.0224952819729494
"363",0.2,0.1,0,15,0.01,"youngest",0.05,10000,1000000,200,44,1,1,0.388699432418693
"364",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,550,2,1,0.313038392191312
"365",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,551,2,1,0.269468306292524
"366",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,552,2,1,0.291985452156675
"367",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,553,2,1,0.2942193796882
"368",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,554,2,1,0.0159947086295945
"369",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,555,2,1,0.0185083926508495
"370",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,556,2,1,0.0211857890172092
"371",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,557,2,1,0.298802280334627
"372",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,558,2,1,0.262635144539484
"373",0.2,0.3,0,15,0.01,"youngest",0.05,1000,1000000,200,559,2,1,0.333340526722326
"374",0.2,0.1,0,15,0.01,"youngest",0.05,10000,1000000,200,55,1,2,0.0097485888753767
"375",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,660,1,1,0.00623237056047094
"376",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,661,1,1,0.364746762869164
"377",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,662,1,1,0.323323608382476
"378",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,663,1,1,0.308249819882
"379",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,664,1,1,0.367076206052274
"380",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,665,1,1,0.337653920428004
"381",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,666,1,1,0.281653602768846
"382",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,667,1,1,0.261480169982566
"383",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,668,1,1,0.361494620880237
"384",0.2,0.3,0,15,0.01,"oldest",0.05,10000,1000000,200,669,1,1,0
"385",0.2,0.1,0,15,0.01,"youngest",0.05,10000,1000000,200,66,2,1,0.462537640796624
"386",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,770,2,1,0.305290056023817
"387",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,771,2,1,0.254986431931033
"388",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,772,2,1,0.184523426057938
"389",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,773,2,1,0.357655519100971
"390",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,774,2,1,0.142549358681173
"391",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,775,2,1,0.00940440561911601
"392",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,776,2,1,0.415634425847338
"393",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,777,2,1,0
"394",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,778,2,1,0.327219371836423
"395",0.2,0.3,0.1,15,0.01,"youngest",0.05,10000,1000000,200,779,2,1,0.383942931208394
"396",0.2,0.1,0,15,0.01,"youngest",0.05,10000,1000000,200,77,2,2,0.318963187216005
"397",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,880,1,1,0.026258408436282
"398",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,881,1,1,0.0198464931599087
"399",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,882,1,1,0.0160023989350501
"400",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,883,1,1,0.020018659283731
"401",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,884,1,1,0.276853637527407
"402",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,885,1,1,0.0396390566551484
"403",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,886,1,1,0
"404",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,887,1,1,0.0319630039716682
"405",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,888,1,1,0.010092528482426
"406",0.2,0.3,0.2,15,0.01,"youngest",0.05,1000,1000000,200,889,1,1,0.0290492757728902
"407",0.2,0.1,0,15,0.01,"oldest",0.05,1000,1000000,200,88,1,1,0.0238935863360561
"408",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,990,2,1,0.0274687459339299
"409",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,991,2,1,0.260584774912625
"410",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,992,2,1,0.0259126591548849
"411",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,993,2,1,0.0201684378541539
"412",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,994,2,1,0.0567335792905572
"413",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,995,2,1,0.0236868660909346
"414",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,996,2,1,0.00568376291739413
"415",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,997,2,1,0
"416",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,998,2,1,0
"417",0.2,0.3,0.2,15,0.01,"oldest",0.05,1000,1000000,200,999,2,1,0.0273927111179124
"418",0.2,0.1,0,15,0.01,"oldest",0.05,1000,1000000,200,99,1,2,0.0281212006874469
